Year,Jurisdiction,Type,Stream,Fate,Tonnes
2006,Tas,Undefined Plastic (Category),Total,Landfill,73910
2006,Tas,Undefined Plastic (Category),Total,Recycling,1155
2006,Vic,Undefined Plastic (Category),C&D,Landfill,8613
2006,Vic,Undefined Plastic (Category),C&D,Recycling,7512
2006,Vic,Undefined Plastic (Category),C&I,Landfill,209789
2006,Vic,Undefined Plastic (Category),C&I,Recycling,64908
2006,Vic,Undefined Plastic (Category),MSW,Landfill,210931
2006,Vic,Undefined Plastic (Category),MSW,Recycling,39030
2006,Vic,Undefined Plastic (Category),Total,Landfill,429333
2006,Vic,Undefined Plastic (Category),Total,Recycling,111450
2006,WA,Undefined Plastic (Category),C&D,Landfill,46766
2006,WA,Undefined Plastic (Category),C&I,Landfill,215396
2006,WA,Undefined Plastic (Category),MSW,Landfill,92244
2006,WA,Undefined Plastic (Category),Total,Landfill,354406
2006,WA,Undefined Plastic (Category),Total,Recycling,18130
